"State Name","county Name","State Code","County Code","Date","AQI","Category","Defining Parameter","Defining Site","Number of Sites Reporting"
"California","Marin","06","041","2022-03-15",32,"Good","Ozone","06-041-0001",1
"California","Marin","06","041","2022-03-16",32,"Good","Ozone","06-041-0001",1
"California","Marin","06","041","2022-03-17",33,"Good","Ozone","06-041-0001",1
"California","Marin","06","041","2022-03-18",34,"Good","Ozone","06-041-0001",1
"California","Marin","06","041","2022-03-19",32,"Good","Ozone","06-041-0001",1
"California","Marin","06","041","2022-03-20",35,"Good","Ozone","06-041-0001",1
"California","Marin","06","041","2022-03-21",33,"Good","Ozone","06-041-0001",1
"California","Marin","06","041","2022-03-22",24,"Good","Ozone","06-041-0001",1
"California","Marin","06","041","2022-03-23",26,"Good","Ozone","06-041-0001",1
"California","Marin","06","041","2022-03-24",29,"Good","Ozone","06-041-0001",1
"California","Marin","06","041","2022-03-25",29,"Good","Ozone","06-041-0001",1
"California","Marin","06","041","2022-03-26",30,"Good","Ozone","06-041-0001",1
"California","Marin","06","041","2022-03-27",32,"Good","Ozone","06-041-0001",1
"California","Marin","06","041","2022-03-28",34,"Good","Ozone","06-041-0001",1
"California","Marin","06","041","2022-03-29",26,"Good","Ozone","06-041-0001",1
"California","Marin","06","041","2022-03-30",31,"Good","Ozone","06-041-0001",1
"California","Marin","06","041","2022-03-31",30,"Good","Ozone","06-041-0001",1
"California","Marin","06","041","2022-04-01",3,"Good","CO","06-041-0001",1
"California","Mariposa","06","043","2022-01-01",44,"Good","Ozone","06-043-0003",2
"California","Mariposa","06","043","2022-01-02",42,"Good","Ozone","06-043-0003",2
"California","Mariposa","06","043","2022-01-03",43,"Good","Ozone","06-043-0003",2
"California","Mariposa","06","043","2022-01-04",42,"Good","Ozone","06-043-0003",2
"California","Mariposa","06","043","2022-01-05",36,"Good","Ozone","06-043-0003",2
"California","Mariposa","06","043","2022-01-06",38,"Good","Ozone","06-043-0003",2
"California","Mariposa","06","043","2022-01-07",39,"Good","Ozone","06-043-0003",2
"California","Mariposa","06","043","2022-01-08",45,"Good","Ozone","06-043-0003",2
"California","Mariposa","06","043","2022-01-09",45,"Good","Ozone","06-043-0003",2
"California","Mariposa","06","043","2022-01-10",44,"Good","Ozone","06-043-0003",2
"California","Mariposa","06","043","2022-01-11",44,"Good","Ozone","06-043-0003",2
"California","Mariposa","06","043","2022-01-12",44,"Good","Ozone","06-043-0003",2
"California","Mariposa","06","043","2022-01-13",46,"Good","Ozone","06-043-0003",2
"California","Mariposa","06","043","2022-01-14",48,"Good","Ozone","06-043-0003",2
"California","Mariposa","06","043","2022-01-15",44,"Good","Ozone","06-043-0003",2
"California","Mariposa","06","043","2022-01-16",43,"Good","Ozone","06-043-0003",2
"California","Mariposa","06","043","2022-01-17",42,"Good","Ozone","06-043-0003",2
"California","Mariposa","06","043","2022-01-18",40,"Good","Ozone","06-043-0003",2
"California","Mariposa","06","043","2022-01-19",43,"Good","Ozone","06-043-0003",2
"California","Mariposa","06","043","2022-01-20",41,"Good","Ozone","06-043-0003",2
"California","Mariposa","06","043","2022-01-21",44,"Good","Ozone","06-043-0003",2
"California","Mariposa","06","043","2022-01-22",45,"Good","Ozone","06-043-0003",2
"California","Mariposa","06","043","2022-01-23",44,"Good","Ozone","06-043-0003",2
"California","Mariposa","06","043","2022-01-24",41,"Good","Ozone","06-043-0003",2
"California","Mariposa","06","043","2022-01-25",44,"Good","Ozone","06-043-0003",2
"California","Mariposa","06","043","2022-01-26",44,"Good","Ozone","06-043-0003",2
"California","Mariposa","06","043","2022-01-27",46,"Good","Ozone","06-043-0003",2
"California","Mariposa","06","043","2022-01-28",44,"Good","Ozone","06-043-0003",2
"California","Mariposa","06","043","2022-01-29",43,"Good","Ozone","06-043-0003",2
"California","Mariposa","06","043","2022-01-30",44,"Good","Ozone","06-043-0003",2
"California","Mariposa","06","043","2022-01-31",42,"Good","Ozone","06-043-0003",2
"California","Mariposa","06","043","2022-02-01",45,"Good","Ozone","06-043-0003",1
"California","Mariposa","06","043","2022-02-02",45,"Good","Ozone","06-043-0003",1
"California","Mariposa","06","043","2022-02-03",43,"Good","Ozone","06-043-0003",1
"California","Mariposa","06","043","2022-02-04",44,"Good","Ozone","06-043-0003",1
"California","Mariposa","06","043","2022-02-05",48,"Good","Ozone","06-043-0003",1
"California","Mariposa","06","043","2022-02-06",45,"Good","Ozone","06-043-0003",1
"California","Mariposa","06","043","2022-02-07",44,"Good","Ozone","06-043-0003",1
"California","Mariposa","06","043","2022-02-08",45,"Good","Ozone","06-043-0003",1
"California","Mariposa","06","043","2022-02-09",47,"Good","Ozone","06-043-0003",1
"California","Mariposa","06","043","2022-02-10",44,"Good","Ozone","06-043-0003",1
"California","Mariposa","06","043","2022-02-11",50,"Good","Ozone","06-043-0003",1
"California","Mariposa","06","043","2022-02-12",49,"Good","Ozone","06-043-0003",1
"California","Mariposa","06","043","2022-02-13",45,"Good","Ozone","06-043-0003",1
"California","Mariposa","06","043","2022-02-14",45,"Good","Ozone","06-043-0003",1
"California","Mariposa","06","043","2022-02-15",42,"Good","Ozone","06-043-0003",1
"California","Mariposa","06","043","2022-02-16",47,"Good","Ozone","06-043-0003",1
"California","Mariposa","06","043","2022-02-17",49,"Good","Ozone","06-043-0003",1
"California","Mariposa","06","043","2022-02-18",44,"Good","Ozone","06-043-0003",1
"California","Mariposa","06","043","2022-02-19",43,"Good","Ozone","06-043-0003",1
"California","Mariposa","06","043","2022-02-20",45,"Good","Ozone","06-043-0003",1
"California","Mariposa","06","043","2022-02-21",44,"Good","Ozone","06-043-0003",1
"California","Mariposa","06","043","2022-02-22",38,"Good","Ozone","06-043-0003",1
"California","Mariposa","06","043","2022-02-23",42,"Good","Ozone","06-043-0003",1
"California","Mariposa","06","043","2022-02-24",43,"Good","Ozone","06-043-0003",1
"California","Mariposa","06","043","2022-02-25",43,"Good","Ozone","06-043-0003",1
"California","Mariposa","06","043","2022-02-26",44,"Good","Ozone","06-043-0003",1
"California","Mariposa","06","043","2022-02-27",45,"Good","Ozone","06-043-0003",1
"California","Mariposa","06","043","2022-02-28",44,"Good","Ozone","06-043-0003",1
"California","Mariposa","06","043","2022-03-01",45,"Good","Ozone","06-043-0003",1
"California","Mariposa","06","043","2022-03-02",45,"Good","Ozone","06-043-0003",1
"California","Mariposa","06","043","2022-03-03",46,"Good","Ozone","06-043-0003",1
"California","Mariposa","06","043","2022-03-04",40,"Good","Ozone","06-043-0003",1
"California","Mariposa","06","043","2022-03-05",41,"Good","Ozone","06-043-0003",1
"California","Mariposa","06","043","2022-03-06",39,"Good","Ozone","06-043-0003",1
"California","Mariposa","06","043","2022-03-07",45,"Good","Ozone","06-043-0003",1
"California","Mariposa","06","043","2022-03-08",45,"Good","Ozone","06-043-0003",1
"California","Mariposa","06","043","2022-03-09",43,"Good","Ozone","06-043-0003",1
"California","Mariposa","06","043","2022-03-10",47,"Good","Ozone","06-043-0003",1
"California","Mariposa","06","043","2022-03-11",46,"Good","Ozone","06-043-0003",1
"California","Mariposa","06","043","2022-03-12",48,"Good","Ozone","06-043-0003",1
"California","Mariposa","06","043","2022-03-13",49,"Good","Ozone","06-043-0003",1
"California","Mariposa","06","043","2022-03-14",49,"Good","Ozone","06-043-0003",1
"California","Mariposa","06","043","2022-03-15",41,"Good","Ozone","06-043-0003",1
"California","Mariposa","06","043","2022-03-16",40,"Good","Ozone","06-043-0003",1
"California","Mariposa","06","043","2022-03-17",42,"Good","Ozone","06-043-0003",1
"California","Mariposa","06","043","2022-03-18",44,"Good","Ozone","06-043-0003",1
"California","Mariposa","06","043","2022-03-19",46,"Good","Ozone","06-043-0003",1
"California","Mariposa","06","043","2022-03-20",38,"Good","Ozone","06-043-0003",1
"California","Mariposa","06","043","2022-03-21",36,"Good","Ozone","06-043-0003",1
"California","Mariposa","06","043","2022-03-22",38,"Good","Ozone","06-043-0003",1
"California","Mariposa","06","043","2022-03-23",43,"Good","Ozone","06-043-0003",1
"California","Mariposa","06","043","2022-03-24",41,"Good","Ozone","06-043-0003",1
"California","Mariposa","06","043","2022-03-25",46,"Good","Ozone","06-043-0003",1
"California","Mariposa","06","043","2022-03-26",54,"Moderate","Ozone","06-043-0003",1
"California","Mariposa","06","043","2022-03-27",58,"Moderate","Ozone","06-043-0003",1
"California","Mariposa","06","043","2022-03-28",45,"Good","Ozone","06-043-0003",1
"California","Mariposa","06","043","2022-03-29",32,"Good","Ozone","06-043-0003",1
"California","Mariposa","06","043","2022-03-30",31,"Good","Ozone","06-043-0003",1
"California","Mariposa","06","043","2022-03-31",32,"Good","Ozone","06-043-0003",1
"California","Merced","06","047","2022-01-01",66,"Moderate","PM2.5","06-047-2510",1
"California","Merced","06","047","2022-01-02",59,"Moderate","PM2.5","06-047-2510",1
"California","Merced","06","047","2022-01-03",49,"Good","PM2.5","06-047-2510",1
"California","Merced","06","047","2022-01-04",45,"Good","PM2.5","06-047-2510",1
"California","Merced","06","047","2022-01-05",54,"Moderate","PM2.5","06-047-2510",1
"California","Merced","06","047","2022-01-06",56,"Moderate","PM2.5","06-047-2510",1
"California","Merced","06","047","2022-01-07",37,"Good","PM2.5","06-047-2510",1
"California","Merced","06","047","2022-01-08",27,"Good","PM2.5","06-047-2510",1
"California","Merced","06","047","2022-01-09",54,"Moderate","PM2.5","06-047-2510",1
"California","Merced","06","047","2022-01-10",68,"Moderate","PM2.5","06-047-2510",1
"California","Merced","06","047","2022-01-11",62,"Moderate","PM2.5","06-047-2510",1
"California","Merced","06","047","2022-01-12",86,"Moderate","PM2.5","06-047-2510",1
"California","Merced","06","047","2022-01-13",105,"Unhealthy for Sensitive Groups","PM2.5","06-047-2510",1
"California","Merced","06","047","2022-01-14",83,"Moderate","PM2.5","06-047-2510",1
"California","Merced","06","047","2022-01-15",85,"Moderate","PM2.5","06-047-2510",1
"California","Merced","06","047","2022-01-16",96,"Moderate","PM2.5","06-047-2510",1
"California","Merced","06","047","2022-01-17",75,"Moderate","PM2.5","06-047-2510",1
"California","Merced","06","047","2022-01-18",70,"Moderate","PM2.5","06-047-2510",1
"California","Merced","06","047","2022-01-19",69,"Moderate","PM2.5","06-047-2510",1
"California","Merced","06","047","2022-01-20",80,"Moderate","PM2.5","06-047-2510",1
"California","Merced","06","047","2022-01-21",86,"Moderate","PM2.5","06-047-2510",1
"California","Merced","06","047","2022-01-22",115,"Unhealthy for Sensitive Groups","PM2.5","06-047-2510",1
"California","Merced","06","047","2022-01-23",85,"Moderate","PM2.5","06-047-2510",1
"California","Merced","06","047","2022-01-24",69,"Moderate","PM2.5","06-047-2510",1
"California","Merced","06","047","2022-01-25",73,"Moderate","PM2.5","06-047-2510",1
"California","Merced","06","047","2022-01-26",82,"Moderate","PM2.5","06-047-2510",1
"California","Merced","06","047","2022-01-27",77,"Moderate","PM2.5","06-047-2510",1
"California","Merced","06","047","2022-01-28",76,"Moderate","PM2.5","06-047-2510",1
"California","Merced","06","047","2022-01-29",72,"Moderate","PM2.5","06-047-2510",1
"California","Merced","06","047","2022-01-30",79,"Moderate","PM2.5","06-047-2510",1
"California","Merced","06","047","2022-01-31",85,"Moderate","PM2.5","06-047-2510",1
"California","Merced","06","047","2022-02-01",55,"Moderate","PM2.5","06-047-2510",1
"California","Merced","06","047","2022-02-02",58,"Moderate","PM2.5","06-047-2510",1
"California","Merced","06","047","2022-02-03",89,"Moderate","PM2.5","06-047-2510",1
"California","Merced","06","047","2022-02-04",72,"Moderate","PM2.5","06-047-2510",1
"California","Merced","06","047","2022-02-05",62,"Moderate","PM2.5","06-047-2510",1
"California","Merced","06","047","2022-02-06",63,"Moderate","PM2.5","06-047-2510",1
"California","Merced","06","047","2022-02-07",64,"Moderate","PM2.5","06-047-2510",1
"California","Merced","06","047","2022-02-08",68,"Moderate","PM2.5","06-047-2510",1
"California","Merced","06","047","2022-02-09",59,"Moderate","PM2.5","06-047-2510",1
"California","Merced","06","047","2022-02-10",57,"Moderate","PM2.5","06-047-2510",1
"California","Merced","06","047","2022-02-11",60,"Moderate","PM2.5","06-047-2510",1
"California","Merced","06","047","2022-02-12",65,"Moderate","PM2.5","06-047-2510",1
"California","Merced","06","047","2022-02-13",69,"Moderate","PM2.5","06-047-2510",1
"California","Merced","06","047","2022-02-14",37,"Good","PM2.5","06-047-2510",1
"California","Merced","06","047","2022-02-15",12,"Good","PM2.5","06-047-2510",1
"California","Merced","06","047","2022-02-16",38,"Good","PM2.5","06-047-2510",1
"California","Merced","06","047","2022-02-17",52,"Moderate","PM2.5","06-047-2510",1
"California","Merced","06","047","2022-02-18",60,"Moderate","PM2.5","06-047-2510",1
"California","Merced","06","047","2022-02-19",70,"Moderate","PM2.5","06-047-2510",1
"California","Merced","06","047","2022-02-20",51,"Moderate","PM2.5","06-047-2510",1
"California","Merced","06","047","2022-02-21",10,"Good","PM2.5","06-047-2510",1
"California","Merced","06","047","2022-02-22",10,"Good","PM2.5","06-047-2510",1
"California","Merced","06","047","2022-02-23",15,"Good","PM2.5","06-047-2510",1
"California","Merced","06","047","2022-02-24",40,"Good","PM2.5","06-047-2510",1
"California","Merced","06","047","2022-02-25",52,"Moderate","PM2.5","06-047-2510",1
"California","Merced","06","047","2022-02-26",54,"Moderate","PM2.5","06-047-2510",1
"California","Merced","06","047","2022-02-27",54,"Moderate","PM2.5","06-047-2510",1
"California","Merced","06","047","2022-02-28",49,"Good","PM2.5","06-047-2510",1
"California","Merced","06","047","2022-03-01",43,"Good","PM2.5","06-047-2510",1
"California","Merced","06","047","2022-03-02",38,"Good","PM2.5","06-047-2510",1
"California","Merced","06","047","2022-03-08",51,"Moderate","PM2.5","06-047-2510",1
"California","Merced","06","047","2022-03-09",33,"Good","PM2.5","06-047-2510",1
"California","Merced","06","047","2022-03-10",39,"Good","PM10","06-047-2510",1
"California","Merced","06","047","2022-03-11",24,"Good","PM2.5","06-047-2510",1
"California","Merced","06","047","2022-03-12",20,"Good","PM10","06-047-2510",1
"California","Merced","06","047","2022-03-13",17,"Good","PM2.5","06-047-2510",1
"California","Merced","06","047","2022-03-14",31,"Good","PM2.5","06-047-2510",1
"California","Merced","06","047","2022-03-15",23,"Good","PM2.5","06-047-2510",1
"California","Merced","06","047","2022-03-16",19,"Good","PM2.5","06-047-2510",1
"California","Merced","06","047","2022-03-17",26,"Good","PM2.5","06-047-2510",1
"California","Merced","06","047","2022-03-18",32,"Good","PM2.5","06-047-2510",1
"California","Merced","06","047","2022-03-19",20,"Good","PM2.5","06-047-2510",1
"California","Merced","06","047","2022-03-20",15,"Good","PM2.5","06-047-2510",1
"California","Merced","06","047","2022-03-21",19,"Good","PM10","06-047-2510",1
"California","Merced","06","047","2022-03-22",39,"Good","PM2.5","06-047-2510",1
"California","Merced","06","047","2022-03-23",35,"Good","PM2.5","06-047-2510",1
"California","Merced","06","047","2022-03-24",24,"Good","PM10","06-047-2510",1
"California","Merced","06","047","2022-03-25",24,"Good","PM10","06-047-2510",1
"California","Merced","06","047","2022-03-26",17,"Good","PM10","06-047-2510",1
"California","Merced","06","047","2022-03-27",16,"Good","PM10","06-047-2510",1
"California","Merced","06","047","2022-03-28",9,"Good","PM2.5","06-047-2510",1
"California","Merced","06","047","2022-03-29",47,"Good","PM2.5","06-047-2510",1
"California","Merced","06","047","2022-03-30",40,"Good","PM2.5","06-047-2510",1
"California","Merced","06","047","2022-03-31",38,"Good","PM2.5","06-047-2510",1
"California","Nevada","06","057","2022-01-01",69,"Moderate","PM2.5","06-057-1001",2
"California","Nevada","06","057","2022-01-02",92,"Moderate","PM2.5","06-057-1001",2
"California","Nevada","06","057","2022-01-03",35,"Good","Ozone","06-057-0005",2
"California","Nevada","06","057","2022-01-04",37,"Good","PM2.5","06-057-1001",2
"California","Nevada","06","057","2022-01-05",36,"Good","Ozone","06-057-0005",2
"California","Nevada","06","057","2022-01-06",46,"Good","PM2.5","06-057-1001",2
"California","Nevada","06","057","2022-01-07",37,"Good","Ozone","06-057-0005",2
"California","Nevada","06","057","2022-01-08",38,"Good","Ozone","06-057-0005",2
"California","Nevada","06","057","2022-01-09",49,"Good","PM2.5","06-057-1001",2
"California","Nevada","06","057","2022-01-10",59,"Moderate","PM2.5","06-057-1001",2
"California","Nevada","06","057","2022-01-11",59,"Moderate","PM2.5","06-057-1001",2
"California","Nevada","06","057","2022-01-12",74,"Moderate","PM2.5","06-057-1001",2
"California","Nevada","06","057","2022-01-13",44,"Good","Ozone","06-057-0005",2
"California","Nevada","06","057","2022-01-14",53,"Moderate","PM2.5","06-057-1001",2
"California","Nevada","06","057","2022-01-15",45,"Good","Ozone","06-057-0005",2
"California","Nevada","06","057","2022-01-16",58,"Moderate","PM2.5","06-057-1001",2
"California","Nevada","06","057","2022-01-17",58,"Moderate","PM2.5","06-057-1001",2
"California","Nevada","06","057","2022-01-18",51,"Moderate","PM2.5","06-057-1001",2
"California","Nevada","06","057","2022-01-19",45,"Good","Ozone","06-057-0005",2
"California","Nevada","06","057","2022-01-20",51,"Moderate","PM2.5","06-057-1001",2
"California","Nevada","06","057","2022-01-21",42,"Good","Ozone","06-057-0005",2
"California","Nevada","06","057","2022-01-22",42,"Good","Ozone","06-057-0005",2
"California","Nevada","06","057","2022-01-23",42,"Good","Ozone","06-057-0005",2
"California","Nevada","06","057","2022-01-24",43,"Good","PM2.5","06-057-1001",2
"California","Nevada","06","057","2022-01-25",45,"Good","Ozone","06-057-0005",2
"California","Nevada","06","057","2022-01-26",45,"Good","Ozone","06-057-0005",2
"California","Nevada","06","057","2022-01-27",47,"Good","PM2.5","06-057-1001",2
"California","Nevada","06","057","2022-01-28",44,"Good","Ozone","06-057-0005",2
"California","Nevada","06","057","2022-01-29",44,"Good","Ozone","06-057-1001",2
"California","Nevada","06","057","2022-01-30",50,"Good","PM2.5","06-057-0005",2
"California","Nevada","06","057","2022-01-31",41,"Good","Ozone","06-057-0005",2
"California","Nevada","06","057","2022-02-01",44,"Good","Ozone","06-057-0005",2
"California","Nevada","06","057","2022-02-02",44,"Good","Ozone","06-057-0005",2
"California","Nevada","06","057","2022-02-03",45,"Good","Ozone","06-057-0005",2
"California","Nevada","06","057","2022-02-04",45,"Good","Ozone","06-057-0005",2
"California","Nevada","06","057","2022-02-05",51,"Moderate","Ozone","06-057-0005",2
"California","Nevada","06","057","2022-02-06",48,"Good","Ozone","06-057-0005",2
"California","Nevada","06","057","2022-02-07",45,"Good","Ozone","06-057-0005",2
"California","Nevada","06","057","2022-02-08",45,"Good","Ozone","06-057-0005",2
"California","Nevada","06","057","2022-02-09",45,"Good","Ozone","06-057-0005",2
"California","Nevada","06","057","2022-02-10",45,"Good","Ozone","06-057-0005",2
"California","Nevada","06","057","2022-02-11",47,"Good","Ozone","06-057-0005",2
"California","Nevada","06","057","2022-02-12",47,"Good","Ozone","06-057-0005",2
"California","Nevada","06","057","2022-02-13",47,"Good","Ozone","06-057-0005",2
"California","Nevada","06","057","2022-02-14",48,"Good","Ozone","06-057-0005",2
"California","Nevada","06","057","2022-02-15",40,"Good","Ozone","06-057-0005",2
"California","Nevada","06","057","2022-02-16",42,"Good","Ozone","06-057-0005",2
"California","Nevada","06","057","2022-02-17",44,"Good","Ozone","06-057-0005",2
"California","Nevada","06","057","2022-02-18",31,"Good","PM2.5","06-057-1001",2
"California","Nevada","06","057","2022-02-19",47,"Good","Ozone","06-057-0005",2
"California","Nevada","06","057","2022-02-20",45,"Good","Ozone","06-057-0005",2
"California","Nevada","06","057","2022-02-21",38,"Good","Ozone","06-057-0005",2
"California","Nevada","06","057","2022-02-22",34,"Good","Ozone","06-057-0005",2
"California","Nevada","06","057","2022-02-23",40,"Good","Ozone","06-057-0005",2
"California","Nevada","06","057","2022-02-24",40,"Good","Ozone","06-057-0005",2
"California","Nevada","06","057","2022-02-25",28,"Good","PM2.5","06-057-1001",2
"California","Nevada","06","057","2022-02-26",44,"Good","Ozone","06-057-0005",2
"California","Nevada","06","057","2022-02-27",44,"Good","Ozone","06-057-0005",2
"California","Nevada","06","057","2022-02-28",43,"Good","Ozone","06-057-0005",2
"California","Placer","06","061","2022-01-01",47,"Good","PM2.5","06-061-0006",5
"California","Placer","06","061","2022-01-02",47,"Good","PM2.5","06-061-0006",5
"California","Placer","06","061","2022-01-03",44,"Good","Ozone","06-061-1004",5
"California","Placer","06","061","2022-01-04",38,"Good","Ozone","06-061-1004",5
"California","Placer","06","061","2022-01-05",33,"Good","Ozone","06-061-1004",5
"California","Placer","06","061","2022-01-06",38,"Good","Ozone","06-061-1004",5
"California","Placer","06","061","2022-01-07",40,"Good","Ozone","06-061-1004",5
"California","Placer","06","061","2022-01-08",38,"Good","Ozone","06-061-1004",5
"California","Placer","06","061","2022-01-09",42,"Good","Ozone","06-061-1004",5
"California","Placer","06","061","2022-01-10",39,"Good","Ozone","06-061-1004",5
"California","Placer","06","061","2022-01-11",44,"Good","PM2.5","06-061-2003",5
"California","Placer","06","061","2022-01-12",53,"Moderate","PM2.5","06-061-0006",5
"California","Placer","06","061","2022-01-13",63,"Moderate","PM2.5","06-061-0006",5
"California","Placer","06","061","2022-01-14",66,"Moderate","PM2.5","06-061-0006",5
"California","Placer","06","061","2022-01-15",67,"Moderate","PM2.5","06-061-0006",5
"California","Placer","06","061","2022-01-16",74,"Moderate","PM2.5","06-061-0006",5
"California","Placer","06","061","2022-01-17",68,"Moderate","PM2.5","06-061-0006",5
"California","Placer","06","061","2022-01-18",55,"Moderate","PM2.5","06-061-2003",5
"California","Placer","06","061","2022-01-19",60,"Moderate","PM2.5","06-061-0006",5
"California","Placer","06","061","2022-01-20",64,"Moderate","PM2.5","06-061-2003",5
"California","Placer","06","061","2022-01-21",40,"Good","Ozone","06-061-1004",5
"California","Placer","06","061","2022-01-22",54,"Moderate","PM2.5","06-061-0006",5
"California","Placer","06","061","2022-01-23",70,"Moderate","PM2.5","06-061-2003",5
"California","Placer","06","061","2022-01-24",58,"Moderate","PM2.5","06-061-2003",5
"California","Placer","06","061","2022-01-25",57,"Moderate","PM2.5","06-061-0006",5
"California","Placer","06","061","2022-01-26",53,"Moderate","PM2.5","06-061-2003",5
"California","Placer","06","061","2022-01-27",51,"Moderate","PM2.5","06-061-2003",5
"California","Placer","06","061","2022-01-28",55,"Moderate","PM2.5","06-061-2003",5
"California","Placer","06","061","2022-01-29",59,"Moderate","PM2.5","06-061-2003",5
"California","Placer","06","061","2022-01-30",70,"Moderate","PM2.5","06-061-2003",5
"California","Placer","06","061","2022-01-31",54,"Moderate","PM2.5","06-061-0006",5
"California","Placer","06","061","2022-02-01",42,"Good","Ozone","06-061-1004",4
"California","Placer","06","061","2022-02-02",43,"Good","Ozone","06-061-1004",4
"California","Placer","06","061","2022-02-03",62,"Moderate","PM2.5","06-061-0003",4
"California","Placer","06","061","2022-02-04",73,"Moderate","PM2.5","06-061-2003",4
"California","Placer","06","061","2022-02-05",70,"Moderate","PM2.5","06-061-0003",4
"California","Placer","06","061","2022-02-06",73,"Moderate","PM2.5","06-061-0003",4
"California","Placer","06","061","2022-02-07",56,"Moderate","PM2.5","06-061-2003",4
"California","Placer","06","061","2022-02-08",51,"Moderate","PM2.5","06-061-2003",4
"California","Placer","06","061","2022-02-09",45,"Good","PM2.5","06-061-2003",4
"California","Placer","06","061","2022-02-10",55,"Moderate","PM2.5","06-061-2003",4
"California","Placer","06","061","2022-02-11",56,"Moderate","PM2.5","06-061-2003",4
"California","Placer","06","061","2022-02-12",43,"Good","Ozone","06-061-0004",4
"California","Placer","06","061","2022-02-13",45,"Good","Ozone","06-061-0004",4
"California","Placer","06","061","2022-02-14",46,"Good","Ozone","06-061-1004",4
"California","Placer","06","061","2022-02-15",41,"Good","Ozone","06-061-1004",4
"California","Placer","06","061","2022-02-16",43,"Good","Ozone","06-061-1004",4
"California","Placer","06","061","2022-02-17",45,"Good","Ozone","06-061-0003",4
"California","Placer","06","061","2022-02-18",52,"Moderate","PM2.5","06-061-2003",4
"California","Placer","06","061","2022-02-19",56,"Moderate","PM2.5","06-061-2003",4
"California","Placer","06","061","2022-02-20",48,"Good","Ozone","06-061-1004",4
"California","Placer","06","061","2022-02-21",44,"Good","Ozone","06-061-1004",4
"California","Placer","06","061","2022-02-22",41,"Good","Ozone","06-061-1004",4
"California","Placer","06","061","2022-02-23",40,"Good","Ozone","06-061-1004",4
"California","Placer","06","061","2022-02-24",44,"Good","Ozone","06-061-1004",4
"California","Placer","06","061","2022-02-25",45,"Good","Ozone","06-061-1004",4
"California","Placer","06","061","2022-02-26",50,"Good","PM2.5","06-061-2003",4
"California","Placer","06","061","2022-02-27",52,"Moderate","PM2.5","06-061-2003",4
"California","Placer","06","061","2022-02-28",43,"Good","Ozone","06-061-1004",4
"California","Placer","06","061","2022-03-01",43,"Good","Ozone","06-061-0004",4
"California","Placer","06","061","2022-03-02",43,"Good","Ozone","06-061-0004",4
"California","Placer","06","061","2022-03-03",44,"Good","Ozone","06-061-1004",4
"California","Placer","06","061","2022-03-04",43,"Good","Ozone","06-061-1004",4
"California","Placer","06","061","2022-03-05",41,"Good","Ozone","06-061-1004",4
"California","Placer","06","061","2022-03-06",45,"Good","Ozone","06-061-1004",4
"California","Placer","06","061","2022-03-07",46,"Good","Ozone","06-061-1004",4
"California","Placer","06","061","2022-03-08",44,"Good","Ozone","06-061-1004",4
"California","Placer","06","061","2022-03-09",44,"Good","Ozone","06-061-1004",4
"California","Placer","06","061","2022-03-10",48,"Good","Ozone","06-061-1004",4
"California","Placer","06","061","2022-03-11",51,"Moderate","Ozone","06-061-1004",4
"California","Placer","06","061","2022-03-12",58,"Moderate","Ozone","06-061-1004",4
"California","Placer","06","061","2022-03-14",48,"Good","Ozone","06-061-0004",4
"California","Placer","06","061","2022-03-15",38,"Good","Ozone","06-061-1004",4
"California","Placer","06","061","2022-03-16",44,"Good","Ozone","06-061-1004",4
"California","Placer","06","061","2022-03-17",44,"Good","Ozone","06-061-1004",4
"California","Placer","06","061","2022-03-18",46,"Good","Ozone","06-061-1004",4
"California","Placer","06","061","2022-03-19",44,"Good","Ozone","06-061-1004",4
"California","Placer","06","061","2022-03-20",47,"Good","Ozone","06-061-1004",4
"California","Placer","06","061","2022-03-21",44,"Good","Ozone","06-061-1004",4
"California","Placer","06","061","2022-03-22",44,"Good","Ozone","06-061-0003",4
"California","Placer","06","061","2022-03-23",49,"Good","Ozone","06-061-2003",4
"California","Placer","06","061","2022-03-24",47,"Good","Ozone","06-061-0003",4
"California","Placer","06","061","2022-03-25",54,"Moderate","Ozone","06-061-0003",4
"California","Placer","06","061","2022-03-26",58,"Moderate","Ozone","06-061-0004",4
"California","Placer","06","061","2022-03-27",51,"Moderate","Ozone","06-061-1004",4
"California","Placer","06","061","2022-03-28",46,"Good","Ozone","06-061-1004",4
"California","Placer","06","061","2022-03-29",39,"Good","Ozone","06-061-1004",4
"California","Placer","06","061","2022-03-30",33,"Good","Ozone","06-061-0004",4
"California","Placer","06","061","2022-03-31",42,"Good","Ozone","06-061-1004",4
"California","Plumas","06","063","2022-01-01",113,"Unhealthy for Sensitive Groups","PM2.5","06-063-1010",2
"California","Plumas","06","063","2022-01-02",157,"Unhealthy","PM2.5","06-063-1010",2
"California","Plumas","06","063","2022-01-03",67,"Moderate","PM2.5","06-063-1010",2
"California","Plumas","06","063","2022-01-04",59,"Moderate","PM2.5","06-063-1010",2
"California","Plumas","06","063","2022-01-05",105,"Unhealthy for Sensitive Groups","PM2.5","06-063-1010",2
"California","Plumas","06","063","2022-01-06",122,"Unhealthy for Sensitive Groups","PM2.5","06-063-1010",2
"California","Plumas","06","063","2022-01-07",63,"Moderate","PM2.5","06-063-1010",2
"California","Plumas","06","063","2022-01-08",71,"Moderate","PM2.5","06-063-1010",2
"California","Plumas","06","063","2022-01-09",100,"Moderate","PM2.5","06-063-1010",2
